Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Wed, 2 Apr 2025 23:51:10",https://www.zaproxy.org,www.zaproxy.org,443,true,2,52,76,48
