Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Mon, 31 Mar 2025 19:54:18",https://www.zaproxy.org,www.zaproxy.org,443,true,1,54,78,47
