Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Mon, 31 Mar 2025 02:19:25",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,24,59,35
