Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Thu, 3 Apr 2025 03:04:11",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,23,56,35
