Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Sun, 30 Mar 2025 21:27:53",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,21,57,35
