Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Wed, 26 Mar 2025 14:56:53",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,23,56,35
