Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Sun, 30 Mar 2025 23:11:58",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,23,59,36
