Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Mon, 31 Mar 2025 02:36:05",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,22,54,36
