Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.1,"Tue, 1 Apr 2025 20:56:01",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,24,54,36
