Program,Version,Generated,Site,Host,Port,SSL,High,Medium,Low,Info
ZAP,2.16.0,"Wed, 19 Mar 2025 19:56:04",https://juice-shop.herokuapp.com,juice-shop.herokuapp.com,443,true,0,22,60,37
